Customer_ID,Modelo,Probabilidad_Churn,Prediccion_Churn,Riesgo
100625,I,0.0547,0,Bajo
7822,D,0.3294,0,Medio
107095,B,0.3678,0,Medio
107689,I,0.0993,0,Bajo
103432,C,0.2452,0,Bajo
107146,I,0.0347,0,Bajo
106084,A,0.5893,1,Alto
105757,J,0.3097,0,Medio
101132,I,0.0734,0,Bajo
85640,E,0.182,0,Bajo
104057,B,0.6648,1,Alto
106095,H,0.1248,0,Bajo
106023,I,0.0683,0,Bajo
103721,I,0.0745,0,Bajo
108495,D,0.4786,0,Medio
105173,D,0.2112,0,Bajo
100759,I,0.0672,0,Bajo
104323,H,0.2835,0,Bajo
106635,D,0.4002,0,Medio
107900,H,0.2354,0,Bajo
107632,A,0.1191,0,Bajo
108381,I,0.0292,0,Bajo
105254,D,0.505,1,Alto
26276,I,0.0372,0,Bajo
45133,I,0.1352,0,Bajo
107928,B,0.0687,0,Bajo
101245,B,0.0872,0,Bajo
54889,D,0.5983,1,Alto
98535,D,0.088,0,Bajo
101238,D,0.5733,1,Alto
106223,C,0.5047,1,Alto
101282,B,0.1165,0,Bajo
105159,B,0.1862,0,Bajo
104842,D,0.1151,0,Bajo
104641,I,0.0449,0,Bajo
100889,D,0.2616,0,Bajo
101611,I,0.0787,0,Bajo
76731,I,0.1137,0,Bajo
102880,C,0.3564,0,Medio
106933,A,0.6101,1,Alto
104390,I,0.0599,0,Bajo
100349,C,0.4007,0,Medio
103655,D,0.2638,0,Bajo
105840,B,0.3848,0,Medio
100411,J,0.0558,0,Bajo
100060,B,0.1905,0,Bajo
102020,I,0.1234,0,Bajo
102579,A,0.5909,1,Alto
106699,I,0.0663,0,Bajo
107484,D,0.2371,0,Bajo
108275,D,0.395,0,Medio
107176,A,0.4399,0,Medio
107398,E,0.2109,0,Bajo
101034,I,0.114,0,Bajo
98205,K,0.1651,0,Bajo
104741,D,0.4998,1,Alto
105697,D,0.269,0,Bajo
100467,D,0.3041,0,Medio
101003,I,0.0527,0,Bajo
107560,B,0.5931,1,Alto
108096,B,0.4279,0,Medio
104039,C,0.3397,0,Medio
105031,B,0.1218,0,Bajo
58788,A,0.3244,0,Medio
102665,B,0.1078,0,Bajo
88436,B,0.5763,1,Alto
108035,B,0.6454,1,Alto
107225,D,0.3144,0,Medio
102471,B,0.2591,0,Bajo
108374,D,0.4364,0,Medio
105292,I,0.0876,0,Bajo
107276,B,0.1376,0,Bajo
74574,B,0.2922,0,Bajo
104767,C,0.0716,0,Bajo
6196,C,0.3529,0,Medio
61303,D,0.3389,0,Medio
104820,I,0.051,0,Bajo
105095,E,0.299,0,Bajo
101967,A,0.4228,0,Medio
105353,D,0.1873,0,Bajo
104916,B,0.6005,1,Alto
102464,B,0.611,1,Alto
47011,B,0.1666,0,Bajo
102336,I,0.1048,0,Bajo
6594,B,0.5176,1,Alto
100637,I,0.0935,0,Bajo
105662,B,0.2637,0,Bajo
105873,B,0.1977,0,Bajo
102625,B,0.1462,0,Bajo
4415,I,0.0264,0,Bajo
107534,E,0.2991,0,Bajo
102262,D,0.1801,0,Bajo
106623,I,0.0927,0,Bajo
103847,I,0.0555,0,Bajo
108356,D,0.1115,0,Bajo
105092,H,0.3241,0,Medio
105398,B,0.6415,1,Alto
105143,I,0.0469,0,Bajo
106977,C,0.3519,0,Medio
100117,B,0.5658,1,Alto
105876,B,0.5811,1,Alto
105409,B,0.4461,0,Medio
105478,I,0.0628,0,Bajo
105367,C,0.2118,0,Bajo
104380,B,0.1009,0,Bajo
47619,D,0.1804,0,Bajo
101345,B,0.3288,0,Medio
104482,C,0.0533,0,Bajo
106329,I,0.0324,0,Bajo
101256,D,0.295,0,Bajo
103240,J,0.0414,0,Bajo
105334,D,0.5439,1,Alto
100489,A,0.5119,1,Alto
104854,I,0.0527,0,Bajo
106821,B,0.3121,0,Medio
101592,I,0.0313,0,Bajo
45127,I,0.0742,0,Bajo
102636,B,0.1054,0,Bajo
107366,B,0.3644,0,Medio
104026,H,0.2808,0,Bajo
101949,I,0.0799,0,Bajo
101371,B,0.5693,1,Alto
108218,B,0.1524,0,Bajo
103862,I,0.0798,0,Bajo
101420,I,0.0544,0,Bajo
103238,D,0.2974,0,Bajo
102565,I,0.1244,0,Bajo
104638,I,0.0539,0,Bajo
105764,A,0.4765,0,Medio
104159,B,0.0538,0,Bajo
105545,B,0.0996,0,Bajo
100846,D,0.1268,0,Bajo
69786,B,0.236,0,Bajo
40347,C,0.3348,0,Medio
104998,A,0.5486,1,Alto
107810,I,0.0522,0,Bajo
101315,B,0.3395,0,Medio
106457,A,0.5977,1,Alto
102357,B,0.158,0,Bajo
106840,B,0.0722,0,Bajo
105693,D,0.208,0,Bajo
107688,I,0.0413,0,Bajo
104315,D,0.1287,0,Bajo
101508,A,0.433,0,Medio
103868,A,0.565,1,Alto
102529,C,0.2023,0,Bajo
102965,B,0.1562,0,Bajo
100097,I,0.0367,0,Bajo
104982,I,0.0718,0,Bajo
101177,A,0.4151,0,Medio
104533,I,0.0664,0,Bajo
105302,B,0.1267,0,Bajo
28532,I,0.0633,0,Bajo
106025,B,0.5522,1,Alto
101886,B,0.1206,0,Bajo
103172,I,0.035,0,Bajo
105141,D,0.4303,0,Medio
103882,B,0.3765,0,Medio
104631,I,0.1228,0,Bajo
102567,D,0.1245,0,Bajo
104875,D,0.198,0,Bajo
102249,B,0.2987,0,Bajo
101410,I,0.0759,0,Bajo
107794,B,0.3705,0,Medio
104637,I,0.0569,0,Bajo
107083,B,0.1009,0,Bajo
103658,C,0.4519,0,Medio
103526,D,0.088,0,Bajo
95409,B,0.2042,0,Bajo
107060,A,0.5736,1,Alto
77738,H,0.1679,0,Bajo
103454,A,0.4764,0,Medio
106061,B,0.434,0,Medio
33711,I,0.0977,0,Bajo
86817,B,0.2232,0,Bajo
107033,I,0.0339,0,Bajo
108348,J,0.2527,0,Bajo
108084,D,0.2077,0,Bajo
104508,I,0.0732,0,Bajo
104432,A,0.2419,0,Bajo
106053,B,0.384,0,Medio
107467,A,0.4793,0,Medio
102777,I,0.0713,0,Bajo
100833,B,0.1403,0,Bajo
16830,A,0.4193,0,Medio
101031,B,0.1033,0,Bajo
102395,B,0.1877,0,Bajo
104593,B,0.4039,0,Medio
102783,B,0.342,0,Medio
88792,B,0.7141,1,Alto
101596,C,0.4962,0,Medio
102259,B,0.5294,1,Alto
101657,D,0.1177,0,Bajo
102622,B,0.1534,0,Bajo
100666,A,0.652,1,Alto
30845,D,0.6267,1,Alto
104276,B,0.7296,1,Alto
102059,I,0.0587,0,Bajo
100388,B,0.1899,0,Bajo
107908,B,0.6396,1,Alto
102982,I,0.0528,0,Bajo
105777,I,0.0393,0,Bajo
102339,A,0.4229,0,Medio
104899,A,0.5926,1,Alto
102496,H,0.2193,0,Bajo
104941,I,0.0694,0,Bajo
105291,J,0.1653,0,Bajo
105960,D,0.0994,0,Bajo
100817,I,0.087,0,Bajo
100415,A,0.6189,1,Alto
104960,C,0.3326,0,Medio
106178,I,0.1006,0,Bajo
105742,B,0.611,1,Alto
100094,I,0.0251,0,Bajo
106967,D,0.1359,0,Bajo
108075,D,0.0817,0,Bajo
100561,I,0.0777,0,Bajo
102903,B,0.0606,0,Bajo
104609,I,0.0677,0,Bajo
104337,C,0.5013,1,Alto
64725,C,0.2202,0,Bajo
101202,B,0.5871,1,Alto
101354,B,0.2539,0,Bajo
102764,B,0.3365,0,Medio
107261,H,0.1907,0,Bajo
101449,B,0.6682,1,Alto
106570,A,0.6367,1,Alto
107938,A,0.2726,0,Bajo
105277,B,0.3451,0,Medio
107275,B,0.4587,0,Medio
106999,A,0.3983,0,Medio
99424,E,0.3556,0,Medio
100730,I,0.098,0,Bajo
40274,B,0.1646,0,Bajo
102524,D,0.3332,0,Medio
104723,H,0.1682,0,Bajo
106292,C,0.1273,0,Bajo
54579,I,0.0665,0,Bajo
102554,I,0.0881,0,Bajo
85199,I,0.0695,0,Bajo
105992,D,0.2432,0,Bajo
104999,C,0.4765,0,Medio
100816,D,0.5883,1,Alto
106341,C,0.5411,1,Alto
106170,B,0.3855,0,Medio
23845,I,0.0526,0,Bajo
103514,I,0.0424,0,Bajo
106574,B,0.2186,0,Bajo
107892,C,0.1784,0,Bajo
69356,I,0.0632,0,Bajo
12666,I,0.1501,0,Bajo
103727,I,0.0693,0,Bajo
108468,J,0.3512,0,Medio
107259,J,0.2515,0,Bajo
105946,B,0.2375,0,Bajo
100198,D,0.0627,0,Bajo
101181,A,0.6606,1,Alto
72928,H,0.2562,0,Bajo
103107,H,0.3388,0,Medio
107145,J,0.0474,0,Bajo
100409,B,0.5763,1,Alto
102993,A,0.451,0,Medio
104682,I,0.1184,0,Bajo
101782,C,0.5219,1,Alto
102712,C,0.2066,0,Bajo
104946,B,0.1178,0,Bajo
108336,B,0.5284,1,Alto
108128,D,0.0738,0,Bajo
106000,B,0.0712,0,Bajo
106940,A,0.2886,0,Bajo
108467,J,0.1204,0,Bajo
106987,I,0.0528,0,Bajo
106465,A,0.5865,1,Alto
102440,I,0.0457,0,Bajo
70818,B,0.6142,1,Alto
103161,B,0.156,0,Bajo
100358,D,0.4991,1,Alto
105990,B,0.0703,0,Bajo
101007,J,0.2458,0,Bajo
67687,B,0.7204,1,Alto
100160,C,0.1151,0,Bajo
4647,A,0.6327,1,Alto
103384,I,0.0489,0,Bajo
107612,B,0.157,0,Bajo
103009,I,0.0345,0,Bajo
103469,I,0.1228,0,Bajo
102593,C,0.6723,1,Alto
100389,B,0.1892,0,Bajo
102841,B,0.5163,1,Alto
104535,B,0.4967,0,Medio
106829,D,0.0907,0,Bajo
86152,D,0.1154,0,Bajo
2076,A,0.3652,0,Medio
105061,B,0.3651,0,Medio
104191,I,0.0658,0,Bajo
107669,I,0.0929,0,Bajo
101372,I,0.0499,0,Bajo
106557,D,0.3826,0,Medio
103347,J,0.4391,0,Medio
100777,C,0.4134,0,Medio
102294,C,0.155,0,Bajo
97123,I,0.0492,0,Bajo
107284,B,0.3695,0,Medio
54599,C,0.4574,0,Medio
100300,B,0.1921,0,Bajo
107041,A,0.5747,1,Alto
107183,A,0.6341,1,Alto
100807,J,0.1342,0,Bajo
104318,A,0.5493,1,Alto
106112,B,0.0838,0,Bajo
27404,B,0.3795,0,Medio
104897,B,0.676,1,Alto
14870,I,0.1603,0,Bajo
100120,B,0.3032,0,Medio
104045,I,0.0434,0,Bajo
106555,C,0.5813,1,Alto
108240,B,0.6335,1,Alto
107169,I,0.0769,0,Bajo
104675,J,0.0573,0,Bajo
101012,D,0.2234,0,Bajo
102966,H,0.2476,0,Bajo
107011,D,0.2316,0,Bajo
108186,I,0.1241,0,Bajo
108471,I,0.0712,0,Bajo
101406,D,0.4395,0,Medio
102179,B,0.5009,1,Alto
102868,B,0.5696,1,Alto
107602,A,0.6092,1,Alto
106918,I,0.066,0,Bajo
100448,C,0.312,0,Medio
108048,A,0.4023,0,Medio
102526,K,0.0508,0,Bajo
108302,I,0.062,0,Bajo
63745,A,0.5256,1,Alto
106238,I,0.0482,0,Bajo
90504,J,0.257,0,Bajo
101672,B,0.6638,1,Alto
104401,C,0.4315,0,Medio
100339,I,0.0374,0,Bajo
107000,J,0.3203,0,Medio
101386,B,0.2589,0,Bajo
99704,B,0.5252,1,Alto
102621,A,0.5281,1,Alto
104181,J,0.17,0,Bajo
103679,A,0.5147,1,Alto
104429,H,0.2687,0,Bajo
102525,D,0.2653,0,Bajo
100757,B,0.2652,0,Bajo
72111,I,0.0463,0,Bajo
51237,B,0.1266,0,Bajo
104547,B,0.3874,0,Medio
108144,A,0.4703,0,Medio
101868,B,0.1332,0,Bajo
103985,J,0.2655,0,Bajo
107552,B,0.3519,0,Medio
90721,I,0.0358,0,Bajo
101631,I,0.0388,0,Bajo
107574,D,0.1165,0,Bajo
104791,B,0.2347,0,Bajo
100194,J,0.0542,0,Bajo
101197,I,0.0621,0,Bajo
18621,I,0.1288,0,Bajo
101486,D,0.6341,1,Alto
69968,B,0.1597,0,Bajo
103120,I,0.1081,0,Bajo
107452,B,0.114,0,Bajo
28665,D,0.0562,0,Bajo
108224,B,0.4175,0,Medio
101881,B,0.3551,0,Medio
107364,B,0.3125,0,Medio
104787,I,0.0573,0,Bajo
104198,C,0.2202,0,Bajo
78971,I,0.047,0,Bajo
105617,B,0.5645,1,Alto
106633,I,0.1191,0,Bajo
107392,I,0.0738,0,Bajo
106814,B,0.2714,0,Bajo
104738,J,0.3003,0,Medio
106860,D,0.0942,0,Bajo
72665,B,0.4632,0,Medio
103177,A,0.447,0,Medio
105947,A,0.4603,0,Medio
104103,D,0.3021,0,Medio
101827,A,0.5229,1,Alto
44635,D,0.351,0,Medio
103362,E,0.2348,0,Bajo
103153,B,0.4126,0,Medio
105714,A,0.4114,0,Medio
64460,D,0.0755,0,Bajo
100669,A,0.6031,1,Alto
103990,B,0.3854,0,Medio
106180,D,0.3324,0,Medio
100528,B,0.35,0,Medio
105958,I,0.0601,0,Bajo
104690,B,0.4777,0,Medio
103010,D,0.0863,0,Bajo
104124,J,0.4099,0,Medio
107328,A,0.6379,1,Alto
103260,J,0.0631,0,Bajo
41181,J,0.3382,0,Medio
105597,D,0.2055,0,Bajo
100696,I,0.0597,0,Bajo
102422,D,0.4701,0,Medio
107648,D,0.2001,0,Bajo
103951,D,0.138,0,Bajo
103588,B,0.2466,0,Bajo
104891,D,0.6136,1,Alto
68934,J,0.3065,0,Medio
53927,I,0.0855,0,Bajo
105001,I,0.0452,0,Bajo
104523,B,0.4765,0,Medio
104483,B,0.3509,0,Medio
107324,D,0.2598,0,Bajo
101669,A,0.2426,0,Bajo
107596,B,0.1695,0,Bajo
103797,A,0.5856,1,Alto
102781,A,0.1245,0,Bajo
100939,B,0.0631,0,Bajo
105037,B,0.1758,0,Bajo
100346,I,0.061,0,Bajo
101401,H,0.2981,0,Bajo
103843,I,0.0602,0,Bajo
102604,B,0.4676,0,Medio
108058,A,0.3388,0,Medio
106734,A,0.6644,1,Alto
33057,D,0.2132,0,Bajo
100501,A,0.2955,0,Bajo
102912,J,0.1575,0,Bajo
75729,A,0.5696,1,Alto
107991,B,0.4427,0,Medio
105632,B,0.268,0,Bajo
100217,I,0.0457,0,Bajo
100791,I,0.062,0,Bajo
100263,I,0.0555,0,Bajo
108476,B,0.388,0,Medio
67296,B,0.3222,0,Medio
100407,H,0.1402,0,Bajo
102909,B,0.6258,1,Alto
105105,B,0.0597,0,Bajo
104974,I,0.0325,0,Bajo
103202,B,0.5784,1,Alto
105304,B,0.5645,1,Alto
107723,I,0.0362,0,Bajo
104418,B,0.6511,1,Alto
76011,A,0.6436,1,Alto
101839,A,0.61,1,Alto
101959,J,0.1191,0,Bajo
54987,I,0.0366,0,Bajo
105896,D,0.3135,0,Medio
107189,I,0.0705,0,Bajo
104912,H,0.2733,0,Bajo
104601,A,0.4762,0,Medio
108315,B,0.3878,0,Medio
100707,D,0.4854,0,Medio
104611,A,0.6855,1,Alto
75177,D,0.3606,0,Medio
103919,H,0.2365,0,Bajo
106746,D,0.1198,0,Bajo
106782,J,0.2255,0,Bajo
107010,H,0.1968,0,Bajo
7565,B,0.1208,0,Bajo
107334,I,0.0317,0,Bajo
100773,I,0.0801,0,Bajo
100593,A,0.6439,1,Alto
84882,I,0.0312,0,Bajo
106342,I,0.0561,0,Bajo
33452,I,0.1016,0,Bajo
35799,I,0.0537,0,Bajo
102109,H,0.2168,0,Bajo
76575,I,0.0419,0,Bajo
100590,A,0.4855,0,Medio
107293,C,0.5634,1,Alto
107426,J,0.2926,0,Bajo
108059,I,0.1084,0,Bajo
105390,A,0.0998,0,Bajo
100174,I,0.0436,0,Bajo
101000,I,0.087,0,Bajo
107431,C,0.3931,0,Medio
102306,B,0.2462,0,Bajo
106163,A,0.5671,1,Alto
100918,B,0.3133,0,Medio
74556,I,0.0327,0,Bajo
105700,A,0.4743,0,Medio
101439,B,0.3607,0,Medio
104064,I,0.0347,0,Bajo
105276,C,0.3835,0,Medio
101890,C,0.5044,1,Alto
103485,J,0.0615,0,Bajo
100424,C,0.2963,0,Bajo
102480,I,0.0263,0,Bajo
106245,I,0.0686,0,Bajo
103932,B,0.1117,0,Bajo
100412,I,0.0984,0,Bajo
104301,B,0.062,0,Bajo
104089,C,0.5031,1,Alto
102811,B,0.4347,0,Medio
106275,D,0.125,0,Bajo
103521,I,0.0794,0,Bajo
105593,I,0.036,0,Bajo
103772,I,0.1027,0,Bajo
101591,D,0.1307,0,Bajo
102436,I,0.0737,0,Bajo
103219,I,0.0562,0,Bajo
100456,D,0.5524,1,Alto
105430,A,0.4163,0,Medio
100645,I,0.0854,0,Bajo
100595,I,0.031,0,Bajo
42409,C,0.4567,0,Medio
104722,B,0.4719,0,Medio
101489,B,0.4376,0,Medio
107371,B,0.477,0,Medio
105371,D,0.4932,0,Medio
108392,I,0.0272,0,Bajo
108312,D,0.2504,0,Bajo
103500,I,0.0698,0,Bajo
107748,A,0.6974,1,Alto
105507,I,0.0729,0,Bajo
107427,I,0.1044,0,Bajo
106568,D,0.3272,0,Medio
106153,D,0.3575,0,Medio
104097,B,0.1541,0,Bajo
101510,I,0.037,0,Bajo
107081,I,0.081,0,Bajo
108130,I,0.09,0,Bajo
106356,D,0.4919,0,Medio
39467,D,0.1214,0,Bajo
106027,B,0.6921,1,Alto
101766,C,0.189,0,Bajo
107527,B,0.252,0,Bajo
108163,A,0.4956,0,Medio
107124,D,0.0772,0,Bajo
77462,I,0.0617,0,Bajo
108178,B,0.5709,1,Alto
100784,D,0.0471,0,Bajo
106228,I,0.0717,0,Bajo
104344,I,0.041,0,Bajo
105236,J,0.0627,0,Bajo
104392,B,0.0772,0,Bajo
106493,B,0.2206,0,Bajo
101617,A,0.506,1,Alto
106958,B,0.7084,1,Alto
107289,I,0.1434,0,Bajo
15600,B,0.6321,1,Alto
107623,B,0.3182,0,Medio
100728,B,0.1042,0,Bajo
105894,C,0.0992,0,Bajo
100025,I,0.0663,0,Bajo
107704,B,0.167,0,Bajo
106324,C,0.3561,0,Medio
101664,D,0.496,0,Medio
77075,A,0.5719,1,Alto
41076,I,0.0312,0,Bajo
38883,B,0.5615,1,Alto
106389,I,0.1002,0,Bajo
106550,B,0.6184,1,Alto
108236,J,0.3512,0,Medio
105538,E,0.2467,0,Bajo
14404,D,0.106,0,Bajo
101468,A,0.1184,0,Bajo
107556,B,0.6688,1,Alto
100834,B,0.2959,0,Bajo
107069,D,0.3421,0,Medio
106421,C,0.2796,0,Bajo
105637,A,0.6069,1,Alto
102799,A,0.2003,0,Bajo
107969,I,0.046,0,Bajo
50251,I,0.0883,0,Bajo
103584,I,0.0493,0,Bajo
105577,H,0.2869,0,Bajo
61527,I,0.0602,0,Bajo
106348,I,0.0997,0,Bajo
108238,D,0.295,0,Bajo
102027,A,0.6656,1,Alto
104358,D,0.2312,0,Bajo
106756,B,0.3784,0,Medio
107362,I,0.0881,0,Bajo
107329,I,0.0373,0,Bajo
104856,I,0.0939,0,Bajo
108254,D,0.0702,0,Bajo
101544,D,0.3683,0,Medio
25807,I,0.0484,0,Bajo
108015,C,0.3005,0,Medio
104486,D,0.2193,0,Bajo
105265,C,0.3427,0,Medio
103437,I,0.0944,0,Bajo
108265,C,0.2998,0,Bajo
38773,I,0.079,0,Bajo
107573,B,0.0943,0,Bajo
101858,I,0.0405,0,Bajo
107256,D,0.0778,0,Bajo
105872,C,0.0881,0,Bajo
106895,I,0.0677,0,Bajo
87531,I,0.1723,0,Bajo
52471,D,0.0694,0,Bajo
102053,C,0.2175,0,Bajo
100252,C,0.5894,1,Alto
105997,I,0.0503,0,Bajo
106628,I,0.1145,0,Bajo
100800,D,0.4241,0,Medio
105313,B,0.1068,0,Bajo
17733,I,0.1416,0,Bajo
106460,C,0.2306,0,Bajo
107031,B,0.1228,0,Bajo
105635,I,0.125,0,Bajo
104668,C,0.412,0,Medio
100286,H,0.2004,0,Bajo
102248,A,0.6349,1,Alto
107585,A,0.4842,0,Medio
66419,B,0.4898,0,Medio
108225,B,0.1423,0,Bajo
106500,I,0.1183,0,Bajo
102682,B,0.294,0,Bajo
104986,J,0.2296,0,Bajo
98270,D,0.0771,0,Bajo
107537,J,0.0938,0,Bajo
104411,B,0.0835,0,Bajo
101702,I,0.1419,0,Bajo
80039,B,0.1422,0,Bajo
105091,B,0.6002,1,Alto
103299,I,0.0977,0,Bajo
107783,A,0.7297,1,Alto
102923,D,0.1739,0,Bajo
100235,B,0.504,1,Alto
103661,D,0.4263,0,Medio
107492,C,0.541,1,Alto
103777,I,0.0583,0,Bajo
103234,I,0.0328,0,Bajo
104470,B,0.5165,1,Alto
104556,I,0.1089,0,Bajo
100747,B,0.4435,0,Medio
100904,I,0.027,0,Bajo
103906,C,0.2273,0,Bajo
103026,H,0.1792,0,Bajo
106698,A,0.4631,0,Medio
73505,D,0.2114,0,Bajo
107391,D,0.3138,0,Medio
104128,B,0.5442,1,Alto
107746,I,0.0481,0,Bajo
101862,B,0.2304,0,Bajo
102709,B,0.1259,0,Bajo
104033,I,0.0868,0,Bajo
101522,B,0.3053,0,Medio
35020,H,0.1639,0,Bajo
104693,E,0.0844,0,Bajo
100023,B,0.3493,0,Medio
105953,J,0.0484,0,Bajo
105669,C,0.4968,0,Medio
104687,D,0.5048,1,Alto
101546,B,0.4677,0,Medio
102752,A,0.6555,1,Alto
107848,I,0.0562,0,Bajo
107215,I,0.0926,0,Bajo
108124,B,0.2085,0,Bajo
106214,H,0.1755,0,Bajo
103712,I,0.0665,0,Bajo
18127,I,0.0581,0,Bajo
101463,I,0.0929,0,Bajo
101124,E,0.2446,0,Bajo
100230,H,0.1561,0,Bajo
107046,D,0.3028,0,Medio
68863,B,0.6776,1,Alto
107770,A,0.4582,0,Medio
107732,D,0.0597,0,Bajo
102720,I,0.0908,0,Bajo
105612,I,0.0341,0,Bajo
104720,I,0.0506,0,Bajo
100076,A,0.4192,0,Medio
61996,D,0.4648,0,Medio
106950,D,0.1111,0,Bajo
44535,I,0.0528,0,Bajo
107562,B,0.0874,0,Bajo
105218,C,0.309,0,Medio
103412,J,0.0396,0,Bajo
102585,B,0.4704,0,Medio
105090,D,0.4623,0,Medio
102736,I,0.0389,0,Bajo
106503,C,0.1928,0,Bajo
101043,B,0.5178,1,Alto
104740,I,0.0422,0,Bajo
104674,A,0.6259,1,Alto
102360,I,0.1325,0,Bajo
103018,B,0.0692,0,Bajo
106114,B,0.1172,0,Bajo
106387,B,0.3416,0,Medio
74919,I,0.0608,0,Bajo
102598,H,0.2722,0,Bajo
10331,B,0.3636,0,Medio
102037,J,0.0749,0,Bajo
104239,B,0.4377,0,Medio
100510,D,0.5202,1,Alto
104035,A,0.6048,1,Alto
102689,D,0.127,0,Bajo
67035,B,0.3746,0,Medio
104371,C,0.3402,0,Medio
47993,I,0.046,0,Bajo
107517,I,0.0619,0,Bajo
105382,B,0.3973,0,Medio
105759,A,0.4211,0,Medio
107861,B,0.3206,0,Medio
38492,D,0.2418,0,Bajo
108115,A,0.5665,1,Alto
105402,D,0.4286,0,Medio
108408,D,0.0796,0,Bajo
102574,I,0.0389,0,Bajo
107781,A,0.2366,0,Bajo
107952,C,0.1706,0,Bajo
103979,B,0.1939,0,Bajo
79640,I,0.0786,0,Bajo
107720,B,0.3957,0,Medio
106304,C,0.3956,0,Medio
100983,I,0.0676,0,Bajo
101534,A,0.5763,1,Alto
31416,B,0.0983,0,Bajo
101246,B,0.2089,0,Bajo
103763,A,0.6699,1,Alto
106591,D,0.091,0,Bajo
104053,D,0.149,0,Bajo
103128,D,0.384,0,Medio
104218,I,0.0614,0,Bajo
27119,A,0.3907,0,Medio
101941,K,0.1655,0,Bajo
105459,I,0.084,0,Bajo
106959,A,0.3991,0,Medio
103046,B,0.64,1,Alto
107055,A,0.6216,1,Alto
101378,B,0.6202,1,Alto
104016,I,0.0299,0,Bajo
108465,A,0.3479,0,Medio
101082,A,0.4372,0,Medio
105811,I,0.0514,0,Bajo
105046,J,0.0571,0,Bajo
105374,C,0.3374,0,Medio
105305,B,0.0715,0,Bajo
91022,A,0.3304,0,Medio
101954,B,0.5115,1,Alto
105914,B,0.2781,0,Bajo
104735,D,0.1505,0,Bajo
99555,B,0.6335,1,Alto
102219,H,0.1738,0,Bajo
106815,I,0.0514,0,Bajo
100374,B,0.4503,0,Medio
103612,B,0.4612,0,Medio
105149,I,0.0881,0,Bajo
103013,B,0.5687,1,Alto
105909,H,0.2588,0,Bajo
103648,B,0.1535,0,Bajo
31592,I,0.048,0,Bajo
101407,B,0.3014,0,Medio
107233,B,0.0984,0,Bajo
106726,A,0.5627,1,Alto
105599,I,0.0452,0,Bajo
104376,C,0.4204,0,Medio
52742,B,0.0657,0,Bajo
104748,B,0.102,0,Bajo
102035,A,0.4219,0,Medio
105161,I,0.1025,0,Bajo
103231,I,0.0552,0,Bajo
32134,B,0.4815,0,Medio
36914,B,0.4815,0,Medio
107019,D,0.2252,0,Bajo
103820,I,0.1437,0,Bajo
105854,D,0.1053,0,Bajo
32089,A,0.6197,1,Alto
107730,B,0.1096,0,Bajo
102460,B,0.3122,0,Medio
100540,I,0.0792,0,Bajo
86023,H,0.2662,0,Bajo
103145,I,0.0697,0,Bajo
103349,D,0.535,1,Alto
103091,B,0.2639,0,Bajo
101135,D,0.5533,1,Alto
103004,B,0.4825,0,Medio
106123,B,0.1789,0,Bajo
107047,D,0.2673,0,Bajo
107665,B,0.3682,0,Medio
104055,J,0.29,0,Bajo
46983,B,0.6998,1,Alto
101947,D,0.4553,0,Medio
107220,B,0.4836,0,Medio
102165,B,0.5421,1,Alto
103636,D,0.1359,0,Bajo
107831,B,0.0933,0,Bajo
1563,C,0.5602,1,Alto
108004,D,0.1418,0,Bajo
105821,I,0.1205,0,Bajo
101288,I,0.0927,0,Bajo
38023,C,0.187,0,Bajo
100307,I,0.0639,0,Bajo
101902,D,0.1051,0,Bajo
56264,B,0.204,0,Bajo
106724,I,0.1044,0,Bajo
100140,D,0.3035,0,Medio
101660,A,0.5444,1,Alto
105663,A,0.5849,1,Alto
107063,H,0.1656,0,Bajo
100444,J,0.0546,0,Bajo
103745,B,0.2169,0,Bajo
106685,B,0.4963,0,Medio
102120,I,0.1274,0,Bajo
106429,B,0.4523,0,Medio
100655,C,0.0887,0,Bajo
59316,B,0.671,1,Alto
102071,I,0.136,0,Bajo
101425,B,0.2512,0,Bajo
105995,I,0.1448,0,Bajo
105026,I,0.0461,0,Bajo
105671,D,0.0563,0,Bajo
100585,B,0.1446,0,Bajo
102936,C,0.4206,0,Medio
108140,B,0.0688,0,Bajo
35646,B,0.1582,0,Bajo
106507,H,0.1205,0,Bajo
63838,I,0.0328,0,Bajo
100106,I,0.0403,0,Bajo
104703,B,0.0997,0,Bajo
101520,I,0.0672,0,Bajo
102356,A,0.4817,0,Medio
100750,C,0.1683,0,Bajo
103835,B,0.6539,1,Alto
94817,B,0.0803,0,Bajo
102394,B,0.1014,0,Bajo
103851,B,0.1782,0,Bajo
107961,J,0.0904,0,Bajo
104714,I,0.0569,0,Bajo
105035,B,0.1192,0,Bajo
106270,I,0.07,0,Bajo
106850,B,0.7241,1,Alto
102949,C,0.5245,1,Alto
106065,B,0.4505,0,Medio
102768,I,0.0893,0,Bajo
107944,I,0.0674,0,Bajo
21444,A,0.5071,1,Alto
104170,B,0.3431,0,Medio
101628,C,0.3514,0,Medio
105187,I,0.0191,0,Bajo
98866,D,0.3621,0,Medio
102041,I,0.0347,0,Bajo
102226,B,0.5284,1,Alto
102932,I,0.0906,0,Bajo
100719,D,0.3706,0,Medio
104288,B,0.1421,0,Bajo
106381,B,0.0969,0,Bajo
108435,D,0.3506,0,Medio
106604,B,0.5014,1,Alto
100589,B,0.3682,0,Medio
